 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, rowcost
F# mixolydian (6#), 1, 2, 2, 5, 1, 4, 2, 4, 5, 6, 5, 4, 4, 3, 5, 4, 4, 5, 3, 2, 6, 6, 10, 10,  , 2, 4, 4, 5, 4, 0, 2, 3, 2, 5, 2, 1, 6, 4, 7, 5, 6, 2, 1, 1, 6, 7, 2, 2, 4, 2, 4, 6, 3, 0, 7, 4, 5, 6, 3, 4, 3, 237
Gb aeolian (6b), 2, 5, 4, 9, 2, 7, 3, 7, 8, 7, 9, 6, 6, 6, 6, 7, 5, 7, 3, 4, 8, 10, 15, 12,  , 4, 7, 6, 8, 7, 0, 4, 6, 4, 9, 5, 2, 6, 7, 9, 6, 10, 3, 2, 3, 7, 11, 4, 4, 4, 5, 6, 10, 4, 0, 8, 8, 7, 7, 6, 5, 5, 367
F# aeolian (6#), 1, 3, 3, 6, 2, 5, 2, 5, 5, 5, 6, 4, 4, 4, 4, 4, 3, 4, 2, 2, 7, 7, 11, 9,  , 3, 5, 5, 6, 5, 0, 2, 4, 2, 6, 3, 1, 5, 5, 6, 4, 7, 2, 1, 2, 5, 8, 3, 3, 3, 3, 5, 7, 3, 0, 6, 5, 4, 5, 4, 3, 3, 252
Gb locrian (6b), 2, 4, 3, 6, 2, 4, 1, 6, 6, 8, 6, 4, 4, 5, 5, 5, 4, 6, 4, 4, 7, 7, 15, 11,  , 3, 4, 5, 8, 4, 0, 2, 3, 2, 8, 4, 2, 5, 7, 10, 8, 7, 3, 0, 3, 6, 8, 1, 3, 5, 2, 3, 7, 4, 0, 7, 8, 6, 6, 3, 7, 3, 296
F# locrian (6#), 1, 2, 2, 4, 2, 3, 1, 4, 4, 6, 4, 3, 3, 3, 4, 3, 3, 4, 3, 2, 6, 5, 11, 9,  , 2, 3, 4, 6, 3, 0, 1, 2, 1, 5, 2, 1, 5, 5, 7, 6, 5, 2, 0, 2, 5, 6, 1, 2, 4, 1, 3, 5, 3, 0, 6, 5, 4, 5, 2, 5, 2, 213
Cb major (7b), 2, 4, 4, 9, 2, 7, 4, 7, 8, 8, 9, 7, 6, 6, 8, 7, 7, 9, 5, 4, 6, 11, 15, 11,  , 4, 6, 4, 8, 7, 0, 4, 6, 4, 8, 4, 2, 8, 7, 10, 9, 10, 4, 2, 2, 9, 11, 4, 4, 6, 4, 4, 10, 5, 0, 7, 8, 9, 9, 6, 6, 5, 382
C# major (7#), 3, 4, 2, 6, 1, 4, 1, 4, 6, 6, 5, 5, 4, 4, 4, 5, 2, 5, 2, 3, 8, 7, 11, 9,  , 3, 6, 4, 6, 5, 1, 4, 5, 4, 5, 4, 2, 4, 4, 7, 4, 7, 1, 2, 5, 4, 8, 2, 3, 2, 4, 4, 7, 2, 1, 8, 5, 4, 5, 5, 5, 3, 266
Ab minor (7b), 0, 1, 2, 5, 1, 5, 3, 2, 5, 5, 4, 5, 4, 2, 5, 4, 5, 6, 4, 1, 6, 7, 9, 10,  , 1, 6, 4, 4, 4, 0, 2, 4, 2, 2, 1, 0, 7, 5, 5, 4, 5, 2, 2, 1, 7, 7, 3, 3, 4, 4, 5, 7, 2, 0, 7, 5, 5, 6, 4, 3, 2, 236
A# minor (7#), 3, 6, 5, 6, 3, 4, 0, 7, 6, 6, 7, 5, 3, 6, 4, 4, 2, 5, 2, 4, 8, 7, 10, 9,  , 4, 11, 7, 6, 4, 1, 3, 6, 3, 7, 6, 2, 2, 5, 9, 6, 10, 2, 1, 9, 4, 6, 2, 4, 4, 7, 8, 4, 2, 1, 7, 7, 4, 4, 6, 8, 5, 309
Ab minor mel (7b), 0, 2, 3, 6, 2, 6, 3, 3, 5, 4, 5, 5, 4, 3, 4, 4, 4, 5, 3, 1, 7, 8, 10, 9,  , 2, 7, 5, 5, 5, 0, 2, 5, 2, 3, 2, 0, 6, 6, 4, 3, 6, 2, 2, 2, 6, 8, 4, 4, 3, 5, 6, 8, 2, 0, 6, 6, 4, 5, 5, 2, 2, 251
A# minor mel (7#), 1, 4, 5, 4, 3, 4, 0, 5, 4, 4, 5, 5, 1, 4, 2, 2, 2, 3, 3, 2, 9, 5, 8, 7,  , 2, 12, 7, 4, 2, 1, 1, 6, 1, 5, 4, 0, 2, 5, 7, 4, 8, 2, 1, 7, 4, 4, 2, 5, 4, 8, 8, 2, 2, 1, 5, 5, 2, 2, 6, 6, 3, 242
Cb major blues (7b), 2, 5, 5, 10, 4, 8, 5, 8, 8, 8, 10, 7, 6, 7, 9, 7, 8, 9, 6, 4, 7, 12, 17, 11,  , 5, 8, 5, 10, 8, 0, 4, 7, 4, 9, 5, 2, 8, 9, 10, 10, 11, 5, 2, 5, 9, 12, 5, 5, 6, 6, 6, 11, 5, 0, 7, 10, 9, 9, 7, 7, 5, 429
C# major blues (7#), 3, 5, 3, 8, 1, 6, 2, 6, 9, 7, 8, 7, 5, 5, 5, 7, 4, 6, 2, 4, 9, 9, 14, 11,  , 3, 8, 5, 7, 6, 1, 5, 7, 5, 9, 5, 2, 5, 6, 10, 5, 9, 2, 3, 4, 6, 10, 3, 3, 3, 6, 5, 9, 3, 1, 9, 7, 6, 6, 7, 6, 5, 348
Ab minor blues (7b), 2, 3, 2, 5, 1, 4, 1, 4, 6, 5, 5, 5, 3, 3, 3, 4, 2, 3, 1, 2, 8, 6, 10, 8,  , 2, 6, 4, 5, 4, 1, 3, 5, 3, 6, 3, 1, 4, 4, 7, 3, 6, 1, 2, 3, 4, 7, 2, 2, 2, 4, 4, 6, 2, 1, 7, 4, 3, 4, 5, 4, 3, 233
A# minor blues (7#), 2, 4, 3, 8, 1, 6, 3, 6, 8, 8, 8, 6, 6, 5, 7, 7, 6, 8, 4, 4, 7, 9, 14, 13,  , 3, 6, 5, 7, 6, 0, 4, 5, 4, 8, 4, 2, 7, 6, 10, 7, 9, 3, 2, 2, 8, 10, 3, 3, 5, 4, 5, 9, 4, 0, 9, 7, 8, 8, 5, 6, 5, 352
Cb dorian (7b), 1, 2, 2, 5, 1, 4, 2, 4, 5, 6, 5, 4, 4, 3, 5, 4, 4, 5, 3, 2, 6, 6, 10, 10,  , 2, 4, 4, 5, 4, 0, 2, 3, 2, 5, 2, 1, 6, 4, 7, 5, 6, 2, 1, 1, 6, 7, 2, 2, 4, 2, 4, 6, 3, 0, 7, 4, 5, 6, 3, 4, 3, 237
C# dorian (7#), 2, 5, 4, 9, 2, 7, 3, 7, 8, 7, 9, 6, 6, 6, 6, 7, 5, 7, 3, 4, 8, 10, 15, 12,  , 4, 7, 6, 8, 7, 0, 4, 6, 4, 9, 5, 2, 6, 7, 9, 6, 10, 3, 2, 3, 7, 11, 4, 4, 4, 5, 6, 10, 4, 0, 8, 8, 7, 7, 6, 5, 5, 367
Cb phrygian (7b), 1, 3, 3, 6, 2, 5, 2, 5, 5, 5, 6, 4, 4, 4, 4, 4, 3, 4, 2, 2, 7, 7, 11, 9,  , 3, 5, 5, 6, 5, 0, 2, 4, 2, 6, 3, 1, 5, 5, 6, 4, 7, 2, 1, 2, 5, 8, 3, 3, 3, 3, 5, 7, 3, 0, 6, 5, 4, 5, 4, 3, 3, 252
C# phrygian (7#), 2, 4, 3, 6, 2, 4, 1, 6, 6, 8, 6, 4, 4, 5, 5, 5, 4, 6, 4, 4, 7, 7, 15, 11,  , 3, 4, 5, 8, 4, 0, 2, 3, 2, 8, 4, 2, 5, 7, 10, 8, 7, 3, 0, 3, 6, 8, 1, 3, 5, 2, 3, 7, 4, 0, 7, 8, 6, 6, 3, 7, 3, 296
Cb lydian (7b), 1, 2, 2, 4, 2, 3, 1, 4, 4, 6, 4, 3, 3, 3, 4, 3, 3, 4, 3, 2, 6, 5, 11, 9,  , 2, 3, 4, 6, 3, 0, 1, 2, 1, 5, 2, 1, 5, 5, 7, 6, 5, 2, 0, 2, 5, 6, 1, 2, 4, 1, 3, 5, 3, 0, 6, 5, 4, 5, 2, 5, 2, 213
C# lydian (7#), 2, 4, 4, 9, 2, 7, 4, 7, 8, 8, 9, 7, 6, 6, 8, 7, 7, 9, 5, 4, 6, 11, 15, 11,  , 4, 6, 4, 8, 7, 0, 4, 6, 4, 8, 4, 2, 8, 7, 10, 9, 10, 4, 2, 2, 9, 11, 4, 4, 6, 4, 4, 10, 5, 0, 7, 8, 9, 9, 6, 6, 5, 382
Cb mixolydian (7b), 3, 4, 2, 6, 1, 4, 1, 4, 6, 6, 5, 5, 4, 4, 4, 5, 2, 5, 2, 3, 8, 7, 11, 9,  , 3, 6, 4, 6, 5, 1, 4, 5, 4, 5, 4, 2, 4, 4, 7, 4, 7, 1, 2, 5, 4, 8, 2, 3, 2, 4, 4, 7, 2, 1, 8, 5, 4, 5, 5, 5, 3, 266
C# mixolydian (7#), 0, 1, 2, 5, 1, 5, 3, 2, 5, 5, 4, 5, 4, 2, 5, 4, 5, 6, 4, 1, 6, 7, 9, 10,  , 1, 6, 4, 4, 4, 0, 2, 4, 2, 2, 1, 0, 7, 5, 5, 4, 5, 2, 2, 1, 7, 7, 3, 3, 4, 4, 5, 7, 2, 0, 7, 5, 5, 6, 4, 3, 2, 236
Cb aeolian (7b), 3, 6, 5, 6, 3, 4, 0, 7, 6, 6, 7, 5, 3, 6, 4, 4, 2, 5, 2, 4, 8, 7, 10, 9,  , 4, 11, 7, 6, 4, 1, 3, 6, 3, 7, 6, 2, 2, 5, 9, 6, 10, 2, 1, 9, 4, 6, 2, 4, 4, 7, 8, 4, 2, 1, 7, 7, 4, 4, 6, 8, 5, 309
C# aeolian (7#), 0, 2, 3, 6, 2, 6, 3, 3, 5, 4, 5, 5, 4, 3, 4, 4, 4, 5, 3, 1, 7, 8, 10, 9,  , 2, 7, 5, 5, 5, 0, 2, 5, 2, 3, 2, 0, 6, 6, 4, 3, 6, 2, 2, 2, 6, 8, 4, 4, 3, 5, 6, 8, 2, 0, 6, 6, 4, 5, 5, 2, 2, 251
Cb locrian (7b), 2, 2, 2, 5, 3, 3, 3, 5, 6, 6, 5, 3, 4, 4, 7, 3, 6, 5, 6, 2, 4, 7, 14, 7,  , 4, 5, 2, 7, 5, 0, 2, 2, 2, 6, 2, 2, 6, 6, 8, 8, 6, 5, 0, 4, 5, 7, 2, 4, 4, 3, 3, 8, 3, 0, 5, 7, 5, 7, 2, 5, 3, 269
C# locrian (7#), 2, 5, 5, 10, 4, 8, 5, 8, 8, 8, 10, 7, 6, 7, 9, 7, 8, 9, 6, 4, 7, 12, 17, 11,  , 5, 8, 5, 10, 8, 0, 4, 7, 4, 9, 5, 2, 8, 9, 10, 10, 11, 5, 2, 5, 9, 12, 5, 5, 6, 6, 6, 11, 5, 0, 7, 10, 9, 9, 7, 7, 5, 429
