 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, rowcost
F# minor (3#), 1, 4, 2, 5, 1, 2, 5, 1, 6, 2, 2, 5, 5, 4, 2, 5, 1, 2, 5, 1, 6, 2, 2, 5, 5, 3, 1, 2, 3, 4, 5, 3, 2, 4, 4, 4, 5, 5, 4, 3, 1, 3, 5, 7, 5, 0, 6, 2, 3, 3, 1, 4, 0, 4, 3, 2, 6, 5, 3, 3, 1, 1, 4, 5, 1, 1, 5, 2,  , 6, 7, 10, 4, 4, 250
C minor mel (3b), 1, 2, 3, 3, 0, 1, 2, 0, 1, 1, 1, 2, 3, 2, 3, 3, 0, 1, 2, 0, 1, 1, 1, 2, 3, 1, 2, 0, 2, 3, 4, 2, 2, 5, 3, 1, 1, 3, 2, 1, 1, 4, 3, 3, 2, 0, 3, 0, 1, 1, 3, 2, 0, 1, 2, 0, 1, 2, 1, 3, 0, 1, 2, 1, 1, 1, 3, 0,  , 8, 6, 7, 4, 1, 139
F# minor mel (3#), 1, 6, 1, 4, 1, 2, 3, 1, 6, 3, 3, 3, 3, 6, 1, 4, 1, 2, 3, 1, 6, 3, 3, 3, 3, 4, 3, 1, 4, 4, 5, 2, 2, 5, 7, 4, 5, 5, 3, 2, 1, 2, 3, 5, 3, 1, 2, 2, 2, 2, 2, 5, 1, 5, 3, 2, 5, 4, 4, 3, 1, 1, 2, 3, 2, 0, 2, 1,  , 8, 8, 12, 7, 4, 237
Eb major blues (3b), 1, 2, 4, 4, 1, 1, 3, 0, 2, 1, 1, 2, 3, 2, 4, 4, 1, 1, 3, 0, 2, 1, 1, 2, 3, 1, 3, 0, 1, 4, 5, 3, 3, 4, 4, 1, 2, 3, 3, 1, 1, 4, 4, 3, 3, 0, 4, 0, 1, 2, 2, 2, 0, 2, 2, 0, 2, 3, 2, 4, 1, 1, 3, 2, 1, 2, 4, 0,  , 7, 7, 6, 3, 1, 166
A major blues (3#), 1, 3, 4, 6, 2, 1, 4, 0, 5, 2, 2, 2, 1, 3, 4, 6, 2, 1, 4, 0, 5, 2, 2, 2, 1, 1, 4, 0, 3, 5, 6, 3, 2, 5, 4, 1, 3, 3, 5, 0, 1, 2, 4, 3, 4, 0, 3, 0, 1, 3, 2, 3, 0, 3, 4, 1, 3, 4, 4, 5, 2, 1, 3, 2, 1, 2, 4, 0,  , 6, 5, 6, 7, 1, 200
C minor blues (3b), 1, 2, 3, 7, 3, 2, 5, 1, 5, 2, 2, 3, 2, 2, 3, 7, 3, 2, 5, 1, 5, 2, 2, 3, 2, 1, 3, 1, 4, 4, 5, 4, 2, 4, 3, 2, 4, 4, 6, 1, 1, 2, 5, 4, 5, 0, 4, 1, 2, 4, 2, 4, 0, 4, 4, 2, 4, 5, 5, 4, 2, 1, 4, 3, 1, 2, 5, 1,  , 5, 4, 7, 6, 2, 228
F# minor blues (3#), 1, 2, 4, 5, 2, 2, 4, 1, 3, 1, 1, 3, 4, 2, 4, 5, 2, 2, 4, 1, 3, 1, 1, 3, 4, 1, 3, 1, 3, 4, 5, 4, 3, 5, 4, 2, 3, 4, 4, 2, 1, 4, 5, 4, 4, 1, 5, 1, 2, 3, 3, 3, 0, 3, 2, 2, 3, 5, 3, 4, 1, 1, 4, 3, 1, 2, 5, 1,  , 9, 7, 8, 4, 2, 219
Eb dorian (3b), 1, 2, 4, 6, 2, 2, 5, 1, 6, 1, 1, 4, 3, 2, 4, 6, 2, 2, 5, 1, 6, 1, 1, 4, 3, 1, 3, 1, 4, 6, 5, 4, 3, 5, 4, 2, 4, 5, 5, 2, 1, 2, 6, 5, 6, 1, 5, 1, 2, 4, 3, 3, 0, 3, 3, 2, 5, 7, 4, 5, 2, 1, 5, 4, 1, 2, 6, 1,  , 9, 6, 7, 7, 2, 250
A dorian (3#), 1, 1, 3, 5, 2, 2, 4, 1, 2, 1, 1, 3, 4, 1, 3, 5, 2, 2, 4, 1, 2, 1, 1, 3, 4, 1, 2, 1, 2, 3, 4, 4, 3, 3, 3, 2, 3, 4, 4, 2, 1, 4, 5, 4, 4, 0, 5, 1, 2, 3, 2, 3, 0, 3, 2, 1, 3, 4, 3, 3, 1, 1, 4, 3, 1, 2, 5, 1,  , 6, 6, 7, 2, 2, 194
Eb phrygian (3b), 0, 1, 3, 3, 1, 0, 2, 0, 3, 0, 0, 1, 2, 1, 3, 3, 1, 0, 2, 0, 3, 0, 0, 1, 2, 0, 2, 0, 1, 3, 4, 3, 2, 3, 3, 0, 1, 2, 2, 1, 0, 3, 3, 2, 2, 1, 4, 0, 0, 1, 1, 1, 0, 1, 1, 1, 2, 4, 1, 3, 1, 0, 2, 2, 0, 2, 3, 0,  , 8, 6, 5, 3, 0, 122
A phrygian (3#), 1, 1, 3, 5, 2, 2, 4, 1, 2, 1, 1, 3, 4, 1, 3, 5, 2, 2, 4, 1, 2, 1, 1, 3, 4, 1, 2, 1, 2, 3, 4, 4, 3, 3, 3, 2, 3, 4, 4, 2, 1, 4, 5, 4, 4, 0, 5, 1, 2, 3, 2, 3, 0, 3, 2, 1, 3, 4, 3, 3, 1, 1, 4, 3, 1, 2, 5, 1,  , 6, 6, 7, 2, 2, 194
Eb lydian (3b), 0, 1, 3, 3, 1, 0, 2, 0, 3, 0, 0, 1, 2, 1, 3, 3, 1, 0, 2, 0, 3, 0, 0, 1, 2, 0, 2, 0, 1, 3, 4, 3, 2, 3, 3, 0, 1, 2, 2, 1, 0, 3, 3, 2, 2, 1, 4, 0, 0, 1, 1, 1, 0, 1, 1, 1, 2, 4, 1, 3, 1, 0, 2, 2, 0, 2, 3, 0,  , 8, 6, 5, 3, 0, 122
A lydian (3#), 1, 2, 4, 4, 1, 1, 3, 0, 2, 1, 1, 2, 3, 2, 4, 4, 1, 1, 3, 0, 2, 1, 1, 2, 3, 1, 3, 0, 1, 4, 5, 3, 3, 4, 4, 1, 2, 3, 3, 1, 1, 4, 4, 3, 3, 0, 4, 0, 1, 2, 2, 2, 0, 2, 2, 0, 2, 3, 2, 4, 1, 1, 3, 2, 1, 2, 4, 0,  , 7, 7, 6, 3, 1, 166
Eb mixolydian (3b), 0, 1, 2, 2, 0, 0, 1, 0, 2, 0, 0, 1, 2, 1, 2, 2, 0, 0, 1, 0, 2, 0, 0, 1, 2, 0, 1, 0, 2, 2, 3, 2, 1, 4, 2, 0, 0, 2, 1, 1, 0, 3, 2, 2, 1, 1, 3, 0, 0, 0, 2, 1, 0, 0, 1, 1, 1, 3, 0, 2, 0, 0, 1, 1, 0, 1, 2, 0,  , 9, 5, 6, 4, 0, 95
A mixolydian (3#), 0, 2, 3, 3, 1, 0, 2, 0, 3, 0, 0, 1, 2, 2, 3, 3, 1, 0, 2, 0, 3, 0, 0, 1, 2, 0, 2, 0, 1, 3, 4, 3, 2, 3, 3, 0, 1, 2, 2, 1, 0, 3, 3, 2, 2, 1, 3, 0, 0, 1, 1, 1, 0, 1, 1, 1, 2, 4, 1, 2, 1, 0, 2, 2, 0, 2, 3, 0,  , 8, 6, 5, 2, 0, 121
Eb aeolian (3b), 1, 1, 3, 6, 2, 2, 4, 1, 2, 1, 1, 3, 4, 1, 3, 6, 2, 2, 4, 1, 2, 1, 1, 3, 4, 1, 2, 1, 2, 3, 4, 3, 3, 3, 3, 2, 3, 4, 5, 2, 1, 2, 5, 4, 4, 0, 5, 1, 2, 3, 2, 3, 0, 3, 3, 1, 3, 4, 3, 3, 1, 1, 4, 3, 1, 2, 6, 1,  , 6, 5, 7, 2, 2, 195
A aeolian (3#), 0, 2, 2, 5, 1, 1, 2, 1, 3, 0, 0, 2, 1, 2, 2, 5, 1, 1, 2, 1, 3, 0, 0, 2, 1, 1, 3, 0, 2, 5, 5, 3, 3, 3, 4, 1, 2, 4, 4, 2, 0, 0, 5, 4, 3, 2, 4, 1, 0, 1, 1, 2, 1, 2, 1, 1, 4, 6, 2, 4, 1, 0, 3, 2, 1, 1, 5, 0,  , 9, 6, 5, 4, 1, 164
Eb locrian (3b), 1, 3, 4, 6, 2, 1, 4, 0, 5, 2, 2, 2, 1, 3, 4, 6, 2, 1, 4, 0, 5, 2, 2, 2, 1, 1, 4, 0, 3, 5, 6, 3, 2, 5, 4, 1, 3, 3, 5, 0, 1, 2, 4, 3, 4, 0, 3, 0, 1, 3, 2, 3, 0, 3, 4, 1, 3, 4, 4, 5, 2, 1, 3, 2, 1, 2, 4, 0,  , 6, 5, 6, 7, 1, 200
A locrian (3#), 1, 2, 3, 7, 3, 2, 5, 1, 5, 2, 2, 3, 2, 2, 3, 7, 3, 2, 5, 1, 5, 2, 2, 3, 2, 1, 3, 1, 4, 4, 5, 4, 2, 4, 3, 2, 4, 4, 6, 1, 1, 2, 5, 4, 5, 0, 4, 1, 2, 4, 2, 4, 0, 4, 4, 2, 4, 5, 5, 4, 2, 1, 4, 3, 1, 2, 5, 1,  , 5, 4, 7, 6, 2, 228
Ab major (4b), 1, 2, 4, 5, 2, 2, 4, 1, 3, 1, 1, 3, 4, 2, 4, 5, 2, 2, 4, 1, 3, 1, 1, 3, 4, 1, 3, 1, 3, 4, 5, 4, 3, 5, 4, 2, 3, 4, 4, 2, 1, 4, 5, 4, 4, 1, 5, 1, 2, 3, 3, 3, 0, 3, 2, 2, 3, 5, 3, 4, 1, 1, 4, 3, 1, 2, 5, 1,  , 9, 7, 8, 4, 2, 219
E major (4#), 1, 2, 4, 6, 2, 2, 5, 1, 6, 1, 1, 4, 3, 2, 4, 6, 2, 2, 5, 1, 6, 1, 1, 4, 3, 1, 3, 1, 4, 6, 5, 4, 3, 5, 4, 2, 4, 5, 5, 2, 1, 2, 6, 5, 6, 1, 5, 1, 2, 4, 3, 3, 0, 3, 3, 2, 5, 7, 4, 5, 2, 1, 5, 4, 1, 2, 6, 1,  , 9, 6, 7, 7, 2, 250
F minor (4b), 1, 1, 3, 5, 2, 2, 4, 1, 2, 1, 1, 3, 4, 1, 3, 5, 2, 2, 4, 1, 2, 1, 1, 3, 4, 1, 2, 1, 2, 3, 4, 4, 3, 3, 3, 2, 3, 4, 4, 2, 1, 4, 5, 4, 4, 0, 5, 1, 2, 3, 2, 3, 0, 3, 2, 1, 3, 4, 3, 3, 1, 1, 4, 3, 1, 2, 5, 1,  , 6, 6, 7, 2, 2, 194
C# minor (4#), 0, 1, 3, 3, 1, 0, 2, 0, 3, 0, 0, 1, 2, 1, 3, 3, 1, 0, 2, 0, 3, 0, 0, 1, 2, 0, 2, 0, 1, 3, 4, 3, 2, 3, 3, 0, 1, 2, 2, 1, 0, 3, 3, 2, 2, 1, 4, 0, 0, 1, 1, 1, 0, 1, 1, 1, 2, 4, 1, 3, 1, 0, 2, 2, 0, 2, 3, 0,  , 8, 6, 5, 3, 0, 122
F minor mel (4b), 1, 1, 3, 5, 2, 2, 4, 1, 2, 1, 1, 3, 4, 1, 3, 5, 2, 2, 4, 1, 2, 1, 1, 3, 4, 1, 2, 1, 2, 3, 4, 4, 3, 3, 3, 2, 3, 4, 4, 2, 1, 4, 5, 4, 4, 0, 5, 1, 2, 3, 2, 3, 0, 3, 2, 1, 3, 4, 3, 3, 1, 1, 4, 3, 1, 2, 5, 1,  , 6, 6, 7, 2, 2, 194
C# minor mel (4#), 0, 1, 3, 3, 1, 0, 2, 0, 3, 0, 0, 1, 2, 1, 3, 3, 1, 0, 2, 0, 3, 0, 0, 1, 2, 0, 2, 0, 1, 3, 4, 3, 2, 3, 3, 0, 1, 2, 2, 1, 0, 3, 3, 2, 2, 1, 4, 0, 0, 1, 1, 1, 0, 1, 1, 1, 2, 4, 1, 3, 1, 0, 2, 2, 0, 2, 3, 0,  , 8, 6, 5, 3, 0, 122
Ab major blues (4b), 1, 2, 4, 4, 1, 1, 3, 0, 2, 1, 1, 2, 3, 2, 4, 4, 1, 1, 3, 0, 2, 1, 1, 2, 3, 1, 3, 0, 1, 4, 5, 3, 3, 4, 4, 1, 2, 3, 3, 1, 1, 4, 4, 3, 3, 0, 4, 0, 1, 2, 2, 2, 0, 2, 2, 0, 2, 3, 2, 4, 1, 1, 3, 2, 1, 2, 4, 0,  , 7, 7, 6, 3, 1, 166
E major blues (4#), 0, 1, 2, 2, 0, 0, 1, 0, 2, 0, 0, 1, 2, 1, 2, 2, 0, 0, 1, 0, 2, 0, 0, 1, 2, 0, 1, 0, 2, 2, 3, 2, 1, 4, 2, 0, 0, 2, 1, 1, 0, 3, 2, 2, 1, 1, 3, 0, 0, 0, 2, 1, 0, 0, 1, 1, 1, 3, 0, 2, 0, 0, 1, 1, 0, 1, 2, 0,  , 9, 5, 6, 4, 0, 95
F minor blues (4b), 0, 2, 3, 3, 1, 0, 2, 0, 3, 0, 0, 1, 2, 2, 3, 3, 1, 0, 2, 0, 3, 0, 0, 1, 2, 0, 2, 0, 1, 3, 4, 3, 2, 3, 3, 0, 1, 2, 2, 1, 0, 3, 3, 2, 2, 1, 3, 0, 0, 1, 1, 1, 0, 1, 1, 1, 2, 4, 1, 2, 1, 0, 2, 2, 0, 2, 3, 0,  , 8, 6, 5, 2, 0, 121
C# minor blues (4#), 1, 1, 3, 6, 2, 2, 4, 1, 2, 1, 1, 3, 4, 1, 3, 6, 2, 2, 4, 1, 2, 1, 1, 3, 4, 1, 2, 1, 2, 3, 4, 3, 3, 3, 3, 2, 3, 4, 5, 2, 1, 2, 5, 4, 4, 0, 5, 1, 2, 3, 2, 3, 0, 3, 3, 1, 3, 4, 3, 3, 1, 1, 4, 3, 1, 2, 6, 1,  , 6, 5, 7, 2, 2, 195
Ab dorian (4b), 0, 2, 2, 5, 1, 1, 2, 1, 3, 0, 0, 2, 1, 2, 2, 5, 1, 1, 2, 1, 3, 0, 0, 2, 1, 1, 3, 0, 2, 5, 5, 3, 3, 3, 4, 1, 2, 4, 4, 2, 0, 0, 5, 4, 3, 2, 4, 1, 0, 1, 1, 2, 1, 2, 1, 1, 4, 6, 2, 4, 1, 0, 3, 2, 1, 1, 5, 0,  , 9, 6, 5, 4, 1, 164
E dorian (4#), 1, 4, 2, 5, 1, 2, 5, 1, 6, 2, 2, 5, 5, 4, 2, 5, 1, 2, 5, 1, 6, 2, 2, 5, 5, 3, 1, 2, 3, 4, 5, 3, 2, 4, 4, 4, 5, 5, 4, 3, 1, 3, 5, 7, 5, 0, 6, 2, 3, 3, 1, 4, 0, 4, 3, 2, 6, 5, 3, 3, 1, 1, 4, 5, 1, 1, 5, 2,  , 6, 7, 10, 4, 4, 250
Ab phrygian (4b), 1, 2, 3, 3, 0, 1, 2, 0, 1, 1, 1, 2, 3, 2, 3, 3, 0, 1, 2, 0, 1, 1, 1, 2, 3, 1, 2, 0, 2, 3, 4, 2, 2, 5, 3, 1, 1, 3, 2, 1, 1, 4, 3, 3, 2, 0, 3, 0, 1, 1, 3, 2, 0, 1, 2, 0, 1, 2, 1, 3, 0, 1, 2, 1, 1, 1, 3, 0,  , 8, 6, 7, 4, 1, 139
E phrygian (4#), 1, 6, 1, 4, 1, 2, 3, 1, 6, 3, 3, 3, 3, 6, 1, 4, 1, 2, 3, 1, 6, 3, 3, 3, 3, 4, 3, 1, 4, 4, 5, 2, 2, 5, 7, 4, 5, 5, 3, 2, 1, 2, 3, 5, 3, 1, 2, 2, 2, 2, 2, 5, 1, 5, 3, 2, 5, 4, 4, 3, 1, 1, 2, 3, 2, 0, 2, 1,  , 8, 8, 12, 7, 4, 237
Ab lydian (4b), 1, 2, 4, 4, 1, 1, 3, 0, 2, 1, 1, 2, 3, 2, 4, 4, 1, 1, 3, 0, 2, 1, 1, 2, 3, 1, 3, 0, 1, 4, 5, 3, 3, 4, 4, 1, 2, 3, 3, 1, 1, 4, 4, 3, 3, 0, 4, 0, 1, 2, 2, 2, 0, 2, 2, 0, 2, 3, 2, 4, 1, 1, 3, 2, 1, 2, 4, 0,  , 7, 7, 6, 3, 1, 166
E lydian (4#), 1, 3, 4, 6, 2, 1, 4, 0, 5, 2, 2, 2, 1, 3, 4, 6, 2, 1, 4, 0, 5, 2, 2, 2, 1, 1, 4, 0, 3, 5, 6, 3, 2, 5, 4, 1, 3, 3, 5, 0, 1, 2, 4, 3, 4, 0, 3, 0, 1, 3, 2, 3, 0, 3, 4, 1, 3, 4, 4, 5, 2, 1, 3, 2, 1, 2, 4, 0,  , 6, 5, 6, 7, 1, 200
Ab mixolydian (4b), 1, 2, 3, 7, 3, 2, 5, 1, 5, 2, 2, 3, 2, 2, 3, 7, 3, 2, 5, 1, 5, 2, 2, 3, 2, 1, 3, 1, 4, 4, 5, 4, 2, 4, 3, 2, 4, 4, 6, 1, 1, 2, 5, 4, 5, 0, 4, 1, 2, 4, 2, 4, 0, 4, 4, 2, 4, 5, 5, 4, 2, 1, 4, 3, 1, 2, 5, 1,  , 5, 4, 7, 6, 2, 228
E mixolydian (4#), 1, 2, 4, 5, 2, 2, 4, 1, 3, 1, 1, 3, 4, 2, 4, 5, 2, 2, 4, 1, 3, 1, 1, 3, 4, 1, 3, 1, 3, 4, 5, 4, 3, 5, 4, 2, 3, 4, 4, 2, 1, 4, 5, 4, 4, 1, 5, 1, 2, 3, 3, 3, 0, 3, 2, 2, 3, 5, 3, 4, 1, 1, 4, 3, 1, 2, 5, 1,  , 9, 7, 8, 4, 2, 219
Ab aeolian (4b), 1, 2, 4, 6, 2, 2, 5, 1, 6, 1, 1, 4, 3, 2, 4, 6, 2, 2, 5, 1, 6, 1, 1, 4, 3, 1, 3, 1, 4, 6, 5, 4, 3, 5, 4, 2, 4, 5, 5, 2, 1, 2, 6, 5, 6, 1, 5, 1, 2, 4, 3, 3, 0, 3, 3, 2, 5, 7, 4, 5, 2, 1, 5, 4, 1, 2, 6, 1,  , 9, 6, 7, 7, 2, 250
E aeolian (4#), 1, 1, 3, 5, 2, 2, 4, 1, 2, 1, 1, 3, 4, 1, 3, 5, 2, 2, 4, 1, 2, 1, 1, 3, 4, 1, 2, 1, 2, 3, 4, 4, 3, 3, 3, 2, 3, 4, 4, 2, 1, 4, 5, 4, 4, 0, 5, 1, 2, 3, 2, 3, 0, 3, 2, 1, 3, 4, 3, 3, 1, 1, 4, 3, 1, 2, 5, 1,  , 6, 6, 7, 2, 2, 194
Ab locrian (4b), 0, 1, 3, 3, 1, 0, 2, 0, 3, 0, 0, 1, 2, 1, 3, 3, 1, 0, 2, 0, 3, 0, 0, 1, 2, 0, 2, 0, 1, 3, 4, 3, 2, 3, 3, 0, 1, 2, 2, 1, 0, 3, 3, 2, 2, 1, 4, 0, 0, 1, 1, 1, 0, 1, 1, 1, 2, 4, 1, 3, 1, 0, 2, 2, 0, 2, 3, 0,  , 8, 6, 5, 3, 0, 122
E locrian (4#), 1, 1, 3, 5, 2, 2, 4, 1, 2, 1, 1, 3, 4, 1, 3, 5, 2, 2, 4, 1, 2, 1, 1, 3, 4, 1, 2, 1, 2, 3, 4, 4, 3, 3, 3, 2, 3, 4, 4, 2, 1, 4, 5, 4, 4, 0, 5, 1, 2, 3, 2, 3, 0, 3, 2, 1, 3, 4, 3, 3, 1, 1, 4, 3, 1, 2, 5, 1,  , 6, 6, 7, 2, 2, 194
Db major (5b), 0, 1, 3, 3, 1, 0, 2, 0, 3, 0, 0, 1, 2, 1, 3, 3, 1, 0, 2, 0, 3, 0, 0, 1, 2, 0, 2, 0, 1, 3, 4, 3, 2, 3, 3, 0, 1, 2, 2, 1, 0, 3, 3, 2, 2, 1, 4, 0, 0, 1, 1, 1, 0, 1, 1, 1, 2, 4, 1, 3, 1, 0, 2, 2, 0, 2, 3, 0,  , 8, 6, 5, 3, 0, 122
B major (5#), 1, 2, 4, 4, 1, 1, 3, 0, 2, 1, 1, 2, 3, 2, 4, 4, 1, 1, 3, 0, 2, 1, 1, 2, 3, 1, 3, 0, 1, 4, 5, 3, 3, 4, 4, 1, 2, 3, 3, 1, 1, 4, 4, 3, 3, 0, 4, 0, 1, 2, 2, 2, 0, 2, 2, 0, 2, 3, 2, 4, 1, 1, 3, 2, 1, 2, 4, 0,  , 7, 7, 6, 3, 1, 166
Bb minor (5b), 0, 1, 2, 2, 0, 0, 1, 0, 2, 0, 0, 1, 2, 1, 2, 2, 0, 0, 1, 0, 2, 0, 0, 1, 2, 0, 1, 0, 2, 2, 3, 2, 1, 4, 2, 0, 0, 2, 1, 1, 0, 3, 2, 2, 1, 1, 3, 0, 0, 0, 2, 1, 0, 0, 1, 1, 1, 3, 0, 2, 0, 0, 1, 1, 0, 1, 2, 0,  , 9, 5, 6, 4, 0, 95
G# minor (5#), 0, 2, 3, 3, 1, 0, 2, 0, 3, 0, 0, 1, 2, 2, 3, 3, 1, 0, 2, 0, 3, 0, 0, 1, 2, 0, 2, 0, 1, 3, 4, 3, 2, 3, 3, 0, 1, 2, 2, 1, 0, 3, 3, 2, 2, 1, 3, 0, 0, 1, 1, 1, 0, 1, 1, 1, 2, 4, 1, 2, 1, 0, 2, 2, 0, 2, 3, 0,  , 8, 6, 5, 2, 0, 121
Bb minor mel (5b), 1, 1, 3, 6, 2, 2, 4, 1, 2, 1, 1, 3, 4, 1, 3, 6, 2, 2, 4, 1, 2, 1, 1, 3, 4, 1, 2, 1, 2, 3, 4, 3, 3, 3, 3, 2, 3, 4, 5, 2, 1, 2, 5, 4, 4, 0, 5, 1, 2, 3, 2, 3, 0, 3, 3, 1, 3, 4, 3, 3, 1, 1, 4, 3, 1, 2, 6, 1,  , 6, 5, 7, 2, 2, 195
G# minor mel (5#), 0, 2, 2, 5, 1, 1, 2, 1, 3, 0, 0, 2, 1, 2, 2, 5, 1, 1, 2, 1, 3, 0, 0, 2, 1, 1, 3, 0, 2, 5, 5, 3, 3, 3, 4, 1, 2, 4, 4, 2, 0, 0, 5, 4, 3, 2, 4, 1, 0, 1, 1, 2, 1, 2, 1, 1, 4, 6, 2, 4, 1, 0, 3, 2, 1, 1, 5, 0,  , 9, 6, 5, 4, 1, 164
Db major blues (5b), 1, 2, 4, 4, 1, 1, 3, 0, 2, 1, 1, 2, 3, 2, 4, 4, 1, 1, 3, 0, 2, 1, 1, 2, 3, 1, 3, 0, 1, 4, 5, 3, 3, 4, 4, 1, 2, 3, 3, 1, 1, 4, 4, 3, 3, 0, 4, 0, 1, 2, 2, 2, 0, 2, 2, 0, 2, 3, 2, 4, 1, 1, 3, 2, 1, 2, 4, 0,  , 7, 7, 6, 3, 1, 166
B major blues (5#), 1, 3, 4, 6, 2, 1, 4, 0, 5, 2, 2, 2, 1, 3, 4, 6, 2, 1, 4, 0, 5, 2, 2, 2, 1, 1, 4, 0, 3, 5, 6, 3, 2, 5, 4, 1, 3, 3, 5, 0, 1, 2, 4, 3, 4, 0, 3, 0, 1, 3, 2, 3, 0, 3, 4, 1, 3, 4, 4, 5, 2, 1, 3, 2, 1, 2, 4, 0,  , 6, 5, 6, 7, 1, 200
Bb minor blues (5b), 1, 2, 3, 7, 3, 2, 5, 1, 5, 2, 2, 3, 2, 2, 3, 7, 3, 2, 5, 1, 5, 2, 2, 3, 2, 1, 3, 1, 4, 4, 5, 4, 2, 4, 3, 2, 4, 4, 6, 1, 1, 2, 5, 4, 5, 0, 4, 1, 2, 4, 2, 4, 0, 4, 4, 2, 4, 5, 5, 4, 2, 1, 4, 3, 1, 2, 5, 1,  , 5, 4, 7, 6, 2, 228
G# minor blues (5#), 1, 2, 4, 5, 2, 2, 4, 1, 3, 1, 1, 3, 4, 2, 4, 5, 2, 2, 4, 1, 3, 1, 1, 3, 4, 1, 3, 1, 3, 4, 5, 4, 3, 5, 4, 2, 3, 4, 4, 2, 1, 4, 5, 4, 4, 1, 5, 1, 2, 3, 3, 3, 0, 3, 2, 2, 3, 5, 3, 4, 1, 1, 4, 3, 1, 2, 5, 1,  , 9, 7, 8, 4, 2, 219
Db dorian (5b), 1, 2, 4, 6, 2, 2, 5, 1, 6, 1, 1, 4, 3, 2, 4, 6, 2, 2, 5, 1, 6, 1, 1, 4, 3, 1, 3, 1, 4, 6, 5, 4, 3, 5, 4, 2, 4, 5, 5, 2, 1, 2, 6, 5, 6, 1, 5, 1, 2, 4, 3, 3, 0, 3, 3, 2, 5, 7, 4, 5, 2, 1, 5, 4, 1, 2, 6, 1,  , 9, 6, 7, 7, 2, 250
B dorian (5#), 1, 1, 3, 5, 2, 2, 4, 1, 2, 1, 1, 3, 4, 1, 3, 5, 2, 2, 4, 1, 2, 1, 1, 3, 4, 1, 2, 1, 2, 3, 4, 4, 3, 3, 3, 2, 3, 4, 4, 2, 1, 4, 5, 4, 4, 0, 5, 1, 2, 3, 2, 3, 0, 3, 2, 1, 3, 4, 3, 3, 1, 1, 4, 3, 1, 2, 5, 1,  , 6, 6, 7, 2, 2, 194
Db phrygian (5b), 0, 1, 3, 3, 1, 0, 2, 0, 3, 0, 0, 1, 2, 1, 3, 3, 1, 0, 2, 0, 3, 0, 0, 1, 2, 0, 2, 0, 1, 3, 4, 3, 2, 3, 3, 0, 1, 2, 2, 1, 0, 3, 3, 2, 2, 1, 4, 0, 0, 1, 1, 1, 0, 1, 1, 1, 2, 4, 1, 3, 1, 0, 2, 2, 0, 2, 3, 0,  , 8, 6, 5, 3, 0, 122
B phrygian (5#), 1, 1, 3, 5, 2, 2, 4, 1, 2, 1, 1, 3, 4, 1, 3, 5, 2, 2, 4, 1, 2, 1, 1, 3, 4, 1, 2, 1, 2, 3, 4, 4, 3, 3, 3, 2, 3, 4, 4, 2, 1, 4, 5, 4, 4, 0, 5, 1, 2, 3, 2, 3, 0, 3, 2, 1, 3, 4, 3, 3, 1, 1, 4, 3, 1, 2, 5, 1,  , 6, 6, 7, 2, 2, 194
Db lydian (5b), 0, 1, 3, 3, 1, 0, 2, 0, 3, 0, 0, 1, 2, 1, 3, 3, 1, 0, 2, 0, 3, 0, 0, 1, 2, 0, 2, 0, 1, 3, 4, 3, 2, 3, 3, 0, 1, 2, 2, 1, 0, 3, 3, 2, 2, 1, 4, 0, 0, 1, 1, 1, 0, 1, 1, 1, 2, 4, 1, 3, 1, 0, 2, 2, 0, 2, 3, 0,  , 8, 6, 5, 3, 0, 122
B lydian (5#), 1, 2, 4, 4, 1, 1, 3, 0, 2, 1, 1, 2, 3, 2, 4, 4, 1, 1, 3, 0, 2, 1, 1, 2, 3, 1, 3, 0, 1, 4, 5, 3, 3, 4, 4, 1, 2, 3, 3, 1, 1, 4, 4, 3, 3, 0, 4, 0, 1, 2, 2, 2, 0, 2, 2, 0, 2, 3, 2, 4, 1, 1, 3, 2, 1, 2, 4, 0,  , 7, 7, 6, 3, 1, 166
Db mixolydian (5b), 0, 1, 2, 2, 0, 0, 1, 0, 2, 0, 0, 1, 2, 1, 2, 2, 0, 0, 1, 0, 2, 0, 0, 1, 2, 0, 1, 0, 2, 2, 3, 2, 1, 4, 2, 0, 0, 2, 1, 1, 0, 3, 2, 2, 1, 1, 3, 0, 0, 0, 2, 1, 0, 0, 1, 1, 1, 3, 0, 2, 0, 0, 1, 1, 0, 1, 2, 0,  , 9, 5, 6, 4, 0, 95
B mixolydian (5#), 0, 2, 3, 3, 1, 0, 2, 0, 3, 0, 0, 1, 2, 2, 3, 3, 1, 0, 2, 0, 3, 0, 0, 1, 2, 0, 2, 0, 1, 3, 4, 3, 2, 3, 3, 0, 1, 2, 2, 1, 0, 3, 3, 2, 2, 1, 3, 0, 0, 1, 1, 1, 0, 1, 1, 1, 2, 4, 1, 2, 1, 0, 2, 2, 0, 2, 3, 0,  , 8, 6, 5, 2, 0, 121
